,WhPerMile,kWhRequested,milesRequested,minutesAvailable,modifiedAt,paymentRequired,requestedDeparture,userID
1194,273,21.84,80,465,"Fri, 26 Oct 2018 13:54:18 GMT",True,"Fri, 26 Oct 2018 21:39:01 GMT",560
1195,273,21.84,80,366,"Fri, 26 Oct 2018 15:20:39 GMT",True,"Fri, 26 Oct 2018 20:00:01 GMT",560
1196,250,15.0,60,626,"Fri, 26 Oct 2018 14:32:10 GMT",True,"Sat, 27 Oct 2018 00:57:44 GMT",61
1197,261,54.81,210,423,"Fri, 26 Oct 2018 14:39:22 GMT",True,"Fri, 26 Oct 2018 21:41:55 GMT",556
1198,400,20.0,50,528,"Fri, 26 Oct 2018 14:44:02 GMT",True,"Fri, 26 Oct 2018 23:30:50 GMT",566
1199,364,21.84,60,687,"Fri, 26 Oct 2018 15:05:28 GMT",True,"Sat, 27 Oct 2018 02:32:16 GMT",676
1200,200,20.0,100,308,"Fri, 26 Oct 2018 15:07:57 GMT",True,"Fri, 26 Oct 2018 20:15:55 GMT",159
1201,200,20.0,100,368,"Fri, 26 Oct 2018 15:08:50 GMT",True,"Fri, 26 Oct 2018 21:15:55 GMT",159
1202,250,12.5,50,551,"Fri, 26 Oct 2018 15:13:49 GMT",True,"Sat, 27 Oct 2018 00:24:17 GMT",234
1203,250,15.0,60,322,"Fri, 26 Oct 2018 15:13:57 GMT",True,"Fri, 26 Oct 2018 20:35:45 GMT",68
1204,313,9.39,30,460,"Fri, 26 Oct 2018 15:24:47 GMT",True,"Fri, 26 Oct 2018 23:04:27 GMT",559
1205,350,22.05,63,512,"Fri, 26 Oct 2018 15:29:15 GMT",True,"Sat, 27 Oct 2018 00:00:28 GMT",22
1206,300,6.0,20,180,"Fri, 26 Oct 2018 15:40:17 GMT",True,"Fri, 26 Oct 2018 18:39:43 GMT",562
1207,400,8.0,20,113,"Fri, 26 Oct 2018 15:42:17 GMT",True,"Fri, 26 Oct 2018 17:35:04 GMT",324
1208,273,5.46,20,192,"Fri, 26 Oct 2018 19:23:59 GMT",True,"Fri, 26 Oct 2018 22:35:22 GMT",560
1209,400,24.0,60,60,"Fri, 26 Oct 2018 21:10:00 GMT",True,"Fri, 26 Oct 2018 22:09:52 GMT",755
1210,350,31.5,90,433,"Sat, 27 Oct 2018 00:07:42 GMT",True,"Sat, 27 Oct 2018 07:19:58 GMT",22
1211,250,22.5,90,151,"Sat, 27 Oct 2018 00:11:42 GMT",True,"Sat, 27 Oct 2018 02:41:49 GMT",216
1212,269,18.83,70,138,"Sat, 27 Oct 2018 01:08:57 GMT",True,"Sat, 27 Oct 2018 03:25:57 GMT",290
1213,269,18.83,70,171,"Sat, 27 Oct 2018 03:27:46 GMT",True,"Sat, 27 Oct 2018 03:58:57 GMT",290
1214,600,90.0,150,552,"Sat, 27 Oct 2018 02:21:38 GMT",True,"Sat, 27 Oct 2018 11:31:18 GMT",257
1215,600,174.0,290,554,"Sat, 27 Oct 2018 02:21:47 GMT",True,"Sat, 27 Oct 2018 11:33:18 GMT",257
1216,400,32.0,80,420,"Sat, 27 Oct 2018 05:46:46 GMT",True,"Sat, 27 Oct 2018 12:45:10 GMT",300
1217,400,32.0,80,420,"Sat, 27 Oct 2018 05:46:46 GMT",True,"Sat, 27 Oct 2018 12:45:10 GMT",300
1218,400,32.0,80,420,"Sat, 27 Oct 2018 05:46:46 GMT",True,"Sat, 27 Oct 2018 12:45:10 GMT",300
1219,400,32.0,80,420,"Sat, 27 Oct 2018 05:46:46 GMT",True,"Sat, 27 Oct 2018 12:45:10 GMT",300
1220,400,32.0,80,420,"Sat, 27 Oct 2018 05:46:46 GMT",True,"Sat, 27 Oct 2018 12:45:10 GMT",300
1221,400,32.0,80,420,"Sat, 27 Oct 2018 05:46:47 GMT",True,"Sat, 27 Oct 2018 12:45:10 GMT",300
1222,400,32.0,80,447,"Sat, 27 Oct 2018 06:47:03 GMT",True,"Sat, 27 Oct 2018 13:12:10 GMT",300
1223,400,32.0,80,473,"Sat, 27 Oct 2018 06:47:27 GMT",True,"Sat, 27 Oct 2018 13:38:10 GMT",300
1224,250,60.0,240,378,"Sat, 27 Oct 2018 09:44:39 GMT",True,"Sat, 27 Oct 2018 16:02:15 GMT",67
1225,250,60.0,240,679,"Sat, 27 Oct 2018 17:06:23 GMT",True,"Sat, 27 Oct 2018 21:03:15 GMT",67
1226,286,17.16,60,415,"Sat, 27 Oct 2018 21:13:50 GMT",True,"Sun, 28 Oct 2018 04:06:17 GMT",242
1227,400,20.0,50,201,"Sun, 28 Oct 2018 01:46:34 GMT",True,"Sun, 28 Oct 2018 05:07:07 GMT",566
1228,286,17.16,60,415,"Sun, 28 Oct 2018 04:27:54 GMT",True,"Sun, 28 Oct 2018 11:22:39 GMT",242
1229,200,38.0,190,619,"Sun, 28 Oct 2018 05:19:52 GMT",True,"Sun, 28 Oct 2018 15:37:18 GMT",292
1230,240,7.2,30,99,"Sun, 28 Oct 2018 06:52:18 GMT",True,"Sun, 28 Oct 2018 08:29:45 GMT",883
1231,240,4.8,20,99,"Sun, 28 Oct 2018 07:00:38 GMT",True,"Sun, 28 Oct 2018 08:29:45 GMT",883
1232,240,4.8,20,56,"Sun, 28 Oct 2018 07:01:33 GMT",True,"Sun, 28 Oct 2018 07:46:45 GMT",883
1233,240,7.2,30,56,"Sun, 28 Oct 2018 07:24:16 GMT",True,"Sun, 28 Oct 2018 07:46:45 GMT",883
1234,240,7.2,30,106,"Sun, 28 Oct 2018 07:46:46 GMT",True,"Sun, 28 Oct 2018 08:36:45 GMT",883
1235,400,8.0,20,90,"Sun, 28 Oct 2018 14:10:51 GMT",True,"Sun, 28 Oct 2018 15:40:14 GMT",324
1236,333,13.32,40,191,"Sun, 28 Oct 2018 15:56:58 GMT",True,"Sun, 28 Oct 2018 19:07:14 GMT",565
1237,250,55.0,220,662,"Sun, 28 Oct 2018 16:01:55 GMT",True,"Mon, 29 Oct 2018 03:03:10 GMT",248
1238,313,9.39,30,178,"Sun, 28 Oct 2018 17:38:18 GMT",True,"Sun, 28 Oct 2018 20:35:50 GMT",559
1239,313,6.26,20,135,"Sun, 28 Oct 2018 22:34:13 GMT",True,"Sun, 28 Oct 2018 19:52:50 GMT",559
1240,313,12.52,40,431,"Sun, 28 Oct 2018 22:34:55 GMT",True,"Mon, 29 Oct 2018 00:48:50 GMT",559
1241,400,36.0,90,358,"Sun, 28 Oct 2018 18:14:39 GMT",True,"Mon, 29 Oct 2018 00:08:17 GMT",249
1242,400,20.0,50,143,"Mon, 29 Oct 2018 00:08:35 GMT",True,"Mon, 29 Oct 2018 02:31:14 GMT",566
1243,269,21.52,80,227,"Mon, 29 Oct 2018 01:16:13 GMT",True,"Mon, 29 Oct 2018 05:00:09 GMT",290
1244,269,21.52,80,227,"Mon, 29 Oct 2018 01:16:13 GMT",True,"Mon, 29 Oct 2018 05:00:09 GMT",290
1245,269,21.52,80,227,"Mon, 29 Oct 2018 01:16:13 GMT",True,"Mon, 29 Oct 2018 05:00:09 GMT",290
1246,269,21.52,80,227,"Mon, 29 Oct 2018 01:16:16 GMT",True,"Mon, 29 Oct 2018 05:00:09 GMT",290
1247,269,21.52,80,227,"Mon, 29 Oct 2018 01:16:19 GMT",True,"Mon, 29 Oct 2018 05:00:09 GMT",290
1248,400,16.0,40,536,"Mon, 29 Oct 2018 13:49:11 GMT",True,"Mon, 29 Oct 2018 22:44:45 GMT",66
1249,273,24.57,90,466,"Mon, 29 Oct 2018 14:09:12 GMT",True,"Mon, 29 Oct 2018 21:55:11 GMT",560
1250,273,24.57,90,458,"Mon, 29 Oct 2018 14:09:52 GMT",True,"Mon, 29 Oct 2018 21:47:11 GMT",560
1251,400,32.0,80,565,"Mon, 29 Oct 2018 14:16:13 GMT",True,"Mon, 29 Oct 2018 23:39:09 GMT",569
1252,250,15.0,60,626,"Mon, 29 Oct 2018 14:30:32 GMT",True,"Tue, 30 Oct 2018 00:56:19 GMT",61
1253,400,8.0,20,60,"Mon, 29 Oct 2018 14:40:06 GMT",True,"Mon, 29 Oct 2018 15:40:04 GMT",1001
1254,400,20.0,50,60,"Mon, 29 Oct 2018 14:51:43 GMT",True,"Mon, 29 Oct 2018 15:40:04 GMT",1001
1255,400,20.0,50,60,"Mon, 29 Oct 2018 14:59:25 GMT",True,"Mon, 29 Oct 2018 15:40:04 GMT",1001
1256,400,24.0,60,564,"Mon, 29 Oct 2018 14:49:16 GMT",True,"Tue, 30 Oct 2018 00:12:47 GMT",566
1257,364,21.84,60,687,"Mon, 29 Oct 2018 15:02:07 GMT",True,"Tue, 30 Oct 2018 02:28:45 GMT",676
1258,300,45.0,150,291,"Mon, 29 Oct 2018 15:12:00 GMT",True,"Mon, 29 Oct 2018 20:02:01 GMT",280
1259,300,45.0,150,291,"Mon, 29 Oct 2018 16:25:37 GMT",True,"Mon, 29 Oct 2018 20:02:01 GMT",280
1260,300,6.0,20,291,"Mon, 29 Oct 2018 16:25:50 GMT",True,"Mon, 29 Oct 2018 20:02:01 GMT",280
1261,300,45.0,150,291,"Mon, 29 Oct 2018 17:23:22 GMT",True,"Mon, 29 Oct 2018 20:02:01 GMT",280
1262,300,45.0,150,291,"Mon, 29 Oct 2018 17:23:47 GMT",True,"Mon, 29 Oct 2018 20:02:01 GMT",280
1263,300,45.0,150,291,"Mon, 29 Oct 2018 17:24:32 GMT",True,"Mon, 29 Oct 2018 20:02:01 GMT",280
1264,300,45.0,150,357,"Mon, 29 Oct 2018 20:16:25 GMT",True,"Mon, 29 Oct 2018 21:08:01 GMT",280
1265,300,45.0,150,419,"Mon, 29 Oct 2018 21:06:49 GMT",True,"Mon, 29 Oct 2018 22:10:01 GMT",280
1266,250,27.5,110,537,"Mon, 29 Oct 2018 15:13:40 GMT",True,"Tue, 30 Oct 2018 00:09:58 GMT",234
1267,350,43.05,123,570,"Mon, 29 Oct 2018 15:16:06 GMT",True,"Tue, 30 Oct 2018 00:44:56 GMT",22
1268,250,17.5,70,377,"Mon, 29 Oct 2018 15:22:59 GMT",True,"Mon, 29 Oct 2018 21:39:44 GMT",68
1269,313,12.52,40,546,"Mon, 29 Oct 2018 15:26:56 GMT",True,"Tue, 30 Oct 2018 00:32:38 GMT",559
1270,400,8.0,20,90,"Mon, 29 Oct 2018 15:28:26 GMT",True,"Mon, 29 Oct 2018 16:58:16 GMT",324
1271,400,8.0,20,60,"Mon, 29 Oct 2018 15:39:43 GMT",True,"Mon, 29 Oct 2018 16:29:29 GMT",712
1272,250,22.5,90,496,"Mon, 29 Oct 2018 15:48:05 GMT",True,"Tue, 30 Oct 2018 00:03:35 GMT",867
1273,286,11.44,40,545,"Mon, 29 Oct 2018 16:56:28 GMT",True,"Tue, 30 Oct 2018 02:01:23 GMT",558
1274,350,24.5,70,270,"Mon, 29 Oct 2018 19:49:33 GMT",True,"Tue, 30 Oct 2018 00:18:49 GMT",22
1275,313,18.78,60,226,"Mon, 29 Oct 2018 21:51:48 GMT",True,"Tue, 30 Oct 2018 01:36:49 GMT",697
1276,313,18.78,60,226,"Tue, 30 Oct 2018 00:17:05 GMT",True,"Tue, 30 Oct 2018 01:36:49 GMT",697
1277,313,18.78,60,226,"Tue, 30 Oct 2018 00:17:05 GMT",True,"Tue, 30 Oct 2018 01:36:49 GMT",697
1278,259,75.11,290,274,"Mon, 29 Oct 2018 22:08:04 GMT",True,"Tue, 30 Oct 2018 02:41:53 GMT",222
1279,600,84.0,140,335,"Tue, 30 Oct 2018 01:38:36 GMT",True,"Tue, 30 Oct 2018 07:12:12 GMT",257
1280,600,97.2,162,515,"Tue, 30 Oct 2018 01:38:57 GMT",True,"Tue, 30 Oct 2018 10:12:12 GMT",257
1281,250,22.5,90,193,"Tue, 30 Oct 2018 01:49:20 GMT",True,"Tue, 30 Oct 2018 05:01:46 GMT",216
1282,261,46.98,180,283,"Tue, 30 Oct 2018 12:53:32 GMT",True,"Tue, 30 Oct 2018 17:36:03 GMT",556
1283,357,3.57,10,519,"Tue, 30 Oct 2018 13:57:02 GMT",True,"Tue, 30 Oct 2018 22:35:30 GMT",66
1284,357,7.14,20,519,"Tue, 30 Oct 2018 15:07:34 GMT",True,"Tue, 30 Oct 2018 22:35:30 GMT",66
1285,273,21.84,80,487,"Tue, 30 Oct 2018 14:18:19 GMT",True,"Tue, 30 Oct 2018 22:25:08 GMT",560
1286,400,16.0,40,565,"Tue, 30 Oct 2018 14:19:40 GMT",True,"Tue, 30 Oct 2018 23:44:17 GMT",569
1287,250,10.0,40,626,"Tue, 30 Oct 2018 14:32:14 GMT",True,"Wed, 31 Oct 2018 00:57:42 GMT",61
1288,200,20.0,100,368,"Tue, 30 Oct 2018 15:03:27 GMT",True,"Tue, 30 Oct 2018 21:11:11 GMT",159
1289,250,15.0,60,394,"Tue, 30 Oct 2018 15:25:40 GMT",True,"Tue, 30 Oct 2018 21:59:03 GMT",234
1290,313,9.39,30,546,"Tue, 30 Oct 2018 15:26:30 GMT",True,"Wed, 31 Oct 2018 00:32:03 GMT",559
1291,400,8.0,20,90,"Tue, 30 Oct 2018 16:23:53 GMT",True,"Tue, 30 Oct 2018 17:53:43 GMT",324
1292,286,17.16,60,514,"Tue, 30 Oct 2018 17:01:46 GMT",True,"Wed, 31 Oct 2018 01:35:43 GMT",558
1293,271,10.84,40,170,"Tue, 30 Oct 2018 23:09:26 GMT",True,"Wed, 31 Oct 2018 01:50:09 GMT",1039
1294,200,50.0,250,639,"Wed, 31 Oct 2018 02:54:53 GMT",True,"Wed, 31 Oct 2018 13:33:23 GMT",513
1295,200,52.0,260,607,"Wed, 31 Oct 2018 02:55:22 GMT",True,"Wed, 31 Oct 2018 13:01:23 GMT",513
1296,200,52.0,260,564,"Wed, 31 Oct 2018 02:56:29 GMT",True,"Wed, 31 Oct 2018 12:18:23 GMT",513
1297,200,50.0,250,640,"Wed, 31 Oct 2018 02:56:48 GMT",True,"Wed, 31 Oct 2018 13:34:23 GMT",513
1298,269,34.97,130,210,"Wed, 31 Oct 2018 02:54:48 GMT",True,"Wed, 31 Oct 2018 06:24:27 GMT",290
1299,269,34.97,130,295,"Wed, 31 Oct 2018 03:00:24 GMT",True,"Wed, 31 Oct 2018 07:49:27 GMT",290
1300,261,49.59,190,330,"Wed, 31 Oct 2018 12:31:25 GMT",True,"Wed, 31 Oct 2018 18:01:04 GMT",556
1301,261,49.59,190,560,"Wed, 31 Oct 2018 18:06:12 GMT",True,"Wed, 31 Oct 2018 21:51:04 GMT",556
1302,357,3.57,10,449,"Wed, 31 Oct 2018 13:55:54 GMT",True,"Wed, 31 Oct 2018 21:24:29 GMT",66
1303,400,36.0,90,545,"Wed, 31 Oct 2018 14:01:47 GMT",True,"Wed, 31 Oct 2018 23:05:44 GMT",564
1304,250,20.0,80,626,"Wed, 31 Oct 2018 14:35:19 GMT",True,"Thu, 01 Nov 2018 01:01:09 GMT",61
1305,350,39.55,113,549,"Wed, 31 Oct 2018 15:10:08 GMT",True,"Thu, 01 Nov 2018 00:18:07 GMT",22
1306,250,15.0,60,509,"Wed, 31 Oct 2018 15:09:45 GMT",True,"Wed, 31 Oct 2018 23:38:09 GMT",234
1307,250,15.0,60,509,"Wed, 31 Oct 2018 15:09:45 GMT",True,"Wed, 31 Oct 2018 23:38:09 GMT",234
1308,200,20.0,100,368,"Wed, 31 Oct 2018 15:11:08 GMT",True,"Wed, 31 Oct 2018 21:19:00 GMT",159
1309,400,20.0,50,532,"Wed, 31 Oct 2018 15:15:21 GMT",True,"Thu, 01 Nov 2018 00:06:39 GMT",566
1310,400,8.0,20,60,"Wed, 31 Oct 2018 15:26:48 GMT",True,"Wed, 31 Oct 2018 16:20:01 GMT",712
1311,400,8.0,20,167,"Wed, 31 Oct 2018 15:42:47 GMT",True,"Wed, 31 Oct 2018 18:29:26 GMT",324
1312,313,9.39,30,224,"Wed, 31 Oct 2018 15:48:35 GMT",True,"Wed, 31 Oct 2018 19:32:23 GMT",559
1313,273,24.57,90,404,"Wed, 31 Oct 2018 16:07:56 GMT",True,"Wed, 31 Oct 2018 22:51:28 GMT",560
1314,250,12.5,50,377,"Wed, 31 Oct 2018 16:10:36 GMT",True,"Wed, 31 Oct 2018 22:27:26 GMT",68
1315,400,24.0,60,154,"Wed, 31 Oct 2018 21:34:53 GMT",True,"Thu, 01 Nov 2018 00:08:16 GMT",755
1316,259,75.11,290,274,"Wed, 31 Oct 2018 22:09:38 GMT",True,"Thu, 01 Nov 2018 02:42:27 GMT",222
1317,200,16.0,80,131,"Thu, 01 Nov 2018 01:21:19 GMT",True,"Thu, 01 Nov 2018 03:30:57 GMT",513
1318,200,22.0,110,132,"Thu, 01 Nov 2018 01:21:29 GMT",True,"Thu, 01 Nov 2018 03:31:57 GMT",513
1319,400,24.0,60,499,"Thu, 01 Nov 2018 02:00:48 GMT",True,"Thu, 01 Nov 2018 10:19:06 GMT",300
1320,400,8.0,20,60,"Thu, 01 Nov 2018 02:12:32 GMT",True,"Thu, 01 Nov 2018 03:07:45 GMT",1064
1321,400,24.0,60,64,"Thu, 01 Nov 2018 02:13:01 GMT",True,"Thu, 01 Nov 2018 03:11:45 GMT",1064
1322,400,36.0,90,65,"Thu, 01 Nov 2018 02:13:28 GMT",True,"Thu, 01 Nov 2018 03:12:45 GMT",1064
1323,400,36.0,90,216,"Thu, 01 Nov 2018 02:29:20 GMT",True,"Thu, 01 Nov 2018 05:43:45 GMT",1064
1324,400,48.0,120,329,"Thu, 01 Nov 2018 04:06:54 GMT",True,"Thu, 01 Nov 2018 07:36:45 GMT",1064
1325,400,36.0,90,341,"Thu, 01 Nov 2018 04:19:06 GMT",True,"Thu, 01 Nov 2018 07:48:45 GMT",1064
1326,333,13.32,40,257,"Thu, 01 Nov 2018 04:22:31 GMT",True,"Thu, 01 Nov 2018 08:39:08 GMT",565
1327,333,13.32,40,150,"Thu, 01 Nov 2018 04:23:02 GMT",True,"Thu, 01 Nov 2018 06:52:08 GMT",565
1328,300,12.0,40,331,"Thu, 01 Nov 2018 04:25:40 GMT",True,"Thu, 01 Nov 2018 09:54:16 GMT",754
1329,475,9.5,20,30,"Thu, 01 Nov 2018 04:49:56 GMT",True,"Thu, 01 Nov 2018 05:19:46 GMT",516
1330,500,5.0,10,423,"Thu, 01 Nov 2018 13:55:43 GMT",True,"Thu, 01 Nov 2018 20:58:03 GMT",743
1331,500,5.0,10,423,"Thu, 01 Nov 2018 13:56:06 GMT",True,"Thu, 01 Nov 2018 20:58:03 GMT",743
1332,500,10.0,20,424,"Thu, 01 Nov 2018 13:56:37 GMT",True,"Thu, 01 Nov 2018 20:59:03 GMT",743
1333,500,10.0,20,143,"Thu, 01 Nov 2018 14:01:21 GMT",True,"Thu, 01 Nov 2018 16:18:03 GMT",743
1334,500,10.0,20,100,"Thu, 01 Nov 2018 14:33:41 GMT",True,"Thu, 01 Nov 2018 15:35:03 GMT",743
1335,357,14.28,40,530,"Thu, 01 Nov 2018 13:58:08 GMT",True,"Thu, 01 Nov 2018 22:47:00 GMT",66
1336,278,11.12,40,510,"Thu, 01 Nov 2018 14:07:27 GMT",True,"Thu, 01 Nov 2018 22:35:58 GMT",566
1337,273,21.84,80,487,"Thu, 01 Nov 2018 14:07:35 GMT",True,"Thu, 01 Nov 2018 22:14:28 GMT",560
1338,273,21.84,80,398,"Thu, 01 Nov 2018 14:08:00 GMT",True,"Thu, 01 Nov 2018 20:45:28 GMT",560
1339,300,21.0,70,565,"Thu, 01 Nov 2018 14:14:38 GMT",True,"Thu, 01 Nov 2018 23:37:57 GMT",569
1340,300,21.0,70,566,"Thu, 01 Nov 2018 14:14:55 GMT",True,"Thu, 01 Nov 2018 23:38:57 GMT",569
1341,286,5.72,20,60,"Thu, 01 Nov 2018 14:28:09 GMT",True,"Thu, 01 Nov 2018 15:26:10 GMT",674
1342,286,14.3,50,62,"Thu, 01 Nov 2018 15:13:06 GMT",True,"Thu, 01 Nov 2018 15:28:10 GMT",674
1343,286,17.16,60,62,"Thu, 01 Nov 2018 15:14:08 GMT",True,"Thu, 01 Nov 2018 15:28:10 GMT",674
1344,250,5.0,20,626,"Thu, 01 Nov 2018 14:32:55 GMT",True,"Fri, 02 Nov 2018 00:58:26 GMT",61
1345,240,21.6,90,488,"Thu, 01 Nov 2018 14:47:32 GMT",True,"Thu, 01 Nov 2018 22:54:13 GMT",1001
1346,240,9.6,40,489,"Thu, 01 Nov 2018 14:47:46 GMT",True,"Thu, 01 Nov 2018 22:55:13 GMT",1001
1347,200,30.0,150,417,"Thu, 01 Nov 2018 15:05:36 GMT",True,"Thu, 01 Nov 2018 22:00:08 GMT",563
1348,250,7.5,30,491,"Thu, 01 Nov 2018 15:09:46 GMT",True,"Thu, 01 Nov 2018 23:18:57 GMT",1083
1349,313,6.26,20,542,"Thu, 01 Nov 2018 15:30:50 GMT",True,"Fri, 02 Nov 2018 00:32:11 GMT",559
1350,400,8.0,20,167,"Thu, 01 Nov 2018 15:34:55 GMT",True,"Thu, 01 Nov 2018 18:21:45 GMT",324
1351,200,20.0,100,368,"Thu, 01 Nov 2018 15:49:18 GMT",True,"Thu, 01 Nov 2018 21:51:51 GMT",159
1352,400,8.0,20,60,"Thu, 01 Nov 2018 15:46:24 GMT",True,"Thu, 01 Nov 2018 16:44:45 GMT",686
1353,400,8.0,20,517,"Thu, 01 Nov 2018 15:48:38 GMT",True,"Fri, 02 Nov 2018 00:23:53 GMT",1086
1354,400,8.0,20,518,"Thu, 01 Nov 2018 15:48:51 GMT",True,"Fri, 02 Nov 2018 00:24:53 GMT",1086
1355,400,16.0,40,518,"Thu, 01 Nov 2018 17:16:53 GMT",True,"Fri, 02 Nov 2018 00:24:53 GMT",1086
1356,400,24.0,60,518,"Thu, 01 Nov 2018 17:17:15 GMT",True,"Fri, 02 Nov 2018 00:24:53 GMT",1086
1357,400,36.0,90,485,"Thu, 01 Nov 2018 16:03:49 GMT",True,"Fri, 02 Nov 2018 00:06:17 GMT",69
1358,400,20.0,50,491,"Thu, 01 Nov 2018 21:56:19 GMT",True,"Fri, 02 Nov 2018 00:12:17 GMT",69
1359,400,36.0,90,545,"Thu, 01 Nov 2018 16:05:09 GMT",True,"Fri, 02 Nov 2018 01:09:21 GMT",564
1360,231,23.1,100,560,"Thu, 01 Nov 2018 16:22:30 GMT",True,"Fri, 02 Nov 2018 01:24:21 GMT",564
1361,300,6.0,20,180,"Thu, 01 Nov 2018 16:13:05 GMT",True,"Thu, 01 Nov 2018 19:12:39 GMT",562
1362,250,37.5,150,389,"Thu, 01 Nov 2018 16:15:06 GMT",True,"Thu, 01 Nov 2018 22:43:12 GMT",818
1363,250,37.5,150,391,"Thu, 01 Nov 2018 18:59:50 GMT",True,"Thu, 01 Nov 2018 22:45:12 GMT",818
1364,250,7.5,30,275,"Thu, 01 Nov 2018 16:20:17 GMT",True,"Thu, 01 Nov 2018 20:54:38 GMT",68
1365,400,12.0,30,493,"Thu, 01 Nov 2018 16:59:58 GMT",True,"Fri, 02 Nov 2018 01:03:10 GMT",1090
1366,400,8.0,20,359,"Thu, 01 Nov 2018 17:08:05 GMT",True,"Thu, 01 Nov 2018 23:06:57 GMT",1091
1367,600,24.0,40,522,"Thu, 01 Nov 2018 17:20:18 GMT",True,"Fri, 02 Nov 2018 01:54:34 GMT",1092
1368,600,24.0,40,529,"Thu, 01 Nov 2018 17:22:39 GMT",True,"Fri, 02 Nov 2018 02:01:34 GMT",1092
1369,400,8.0,20,60,"Thu, 01 Nov 2018 18:02:22 GMT",True,"Thu, 01 Nov 2018 18:51:09 GMT",850
1370,400,8.0,20,60,"Thu, 01 Nov 2018 19:31:10 GMT",True,"Thu, 01 Nov 2018 18:51:09 GMT",850
1371,400,8.0,20,60,"Thu, 01 Nov 2018 19:31:30 GMT",True,"Thu, 01 Nov 2018 18:51:09 GMT",850
1372,400,8.0,20,60,"Thu, 01 Nov 2018 19:31:52 GMT",True,"Thu, 01 Nov 2018 18:51:09 GMT",850
1373,261,23.49,90,226,"Thu, 01 Nov 2018 18:51:28 GMT",True,"Thu, 01 Nov 2018 22:36:50 GMT",556
1374,261,23.49,90,135,"Thu, 01 Nov 2018 18:52:11 GMT",True,"Thu, 01 Nov 2018 21:05:50 GMT",556
1375,273,5.46,20,165,"Thu, 01 Nov 2018 19:02:42 GMT",True,"Thu, 01 Nov 2018 21:47:28 GMT",560
1376,273,5.46,20,165,"Thu, 01 Nov 2018 19:06:53 GMT",True,"Thu, 01 Nov 2018 21:47:28 GMT",560
1377,500,10.0,20,314,"Thu, 01 Nov 2018 19:05:59 GMT",True,"Fri, 02 Nov 2018 00:19:38 GMT",743
1378,500,10.0,20,314,"Thu, 01 Nov 2018 21:29:51 GMT",True,"Fri, 02 Nov 2018 00:19:38 GMT",743
1379,500,10.0,20,314,"Thu, 01 Nov 2018 21:35:45 GMT",True,"Fri, 02 Nov 2018 00:19:38 GMT",743
1380,500,10.0,20,314,"Thu, 01 Nov 2018 22:33:16 GMT",True,"Fri, 02 Nov 2018 00:19:38 GMT",743
1381,500,10.0,20,314,"Thu, 01 Nov 2018 22:34:04 GMT",True,"Fri, 02 Nov 2018 00:19:38 GMT",743
1382,500,10.0,20,314,"Thu, 01 Nov 2018 23:36:51 GMT",True,"Fri, 02 Nov 2018 00:19:38 GMT",743
1383,400,12.0,30,281,"Thu, 01 Nov 2018 20:06:06 GMT",True,"Fri, 02 Nov 2018 00:44:36 GMT",1095
1384,400,16.0,40,149,"Thu, 01 Nov 2018 22:18:58 GMT",True,"Fri, 02 Nov 2018 00:45:41 GMT",850
1385,400,8.0,20,256,"Thu, 01 Nov 2018 23:17:54 GMT",True,"Fri, 02 Nov 2018 03:25:00 GMT",190
1386,400,12.0,30,256,"Thu, 01 Nov 2018 23:18:57 GMT",True,"Fri, 02 Nov 2018 03:25:00 GMT",190
1387,250,10.0,40,96,"Thu, 01 Nov 2018 23:35:35 GMT",True,"Fri, 02 Nov 2018 01:09:14 GMT",1104
1388,400,8.0,20,60,"Thu, 01 Nov 2018 23:53:58 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1389,400,8.0,20,60,"Thu, 01 Nov 2018 23:55:37 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1390,400,8.0,20,60,"Fri, 02 Nov 2018 00:19:01 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1391,400,8.0,20,60,"Fri, 02 Nov 2018 00:23:43 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1392,400,8.0,20,60,"Fri, 02 Nov 2018 00:24:43 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1393,400,8.0,20,60,"Fri, 02 Nov 2018 00:25:12 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1394,400,8.0,20,60,"Fri, 02 Nov 2018 01:13:24 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1395,400,8.0,20,60,"Fri, 02 Nov 2018 01:48:13 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1396,400,20.0,50,60,"Fri, 02 Nov 2018 02:21:06 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1397,400,20.0,50,60,"Fri, 02 Nov 2018 02:21:20 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1398,400,20.0,50,60,"Fri, 02 Nov 2018 02:22:48 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1399,400,20.0,50,60,"Fri, 02 Nov 2018 02:24:26 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
1400,400,20.0,50,60,"Fri, 02 Nov 2018 02:24:43 GMT",True,"Fri, 02 Nov 2018 00:53:52 GMT",838
